recorded_at_epoch,scenario_id,run_id,framework_commit,model,rubric_points,max_points,final_score,agent_total_tokens,mcp_payload_tokens,total_calls,duplicate_calls,mcp_calls,mcp_errors,mcp_tools_used,doc_bypass_reads,items_passed,items_failed,items_skipped,items_neutralized,lint_clean,lint_diagnostics,judge_visual_polish,judge_layout_sanity,judge_accessibility,judge_error_handling,judge_code_organization
1784741166,data-table,run-1,aeb55b9f,claude-opus-4-8,35,55,40.615,376976,15515,108,8,26,1,12,27,2,1,2,0,,,,,,,
1784750634,data-table,run-2,136d94ae,claude-opus-4-8,35,55,40.978,304445,12974,80,6,30,1,15,1,2,1,2,0,,,,,,,
