recorded_at_epoch,scenario_id,run_id,framework_commit,model,rubric_points,max_points,final_score,agent_total_tokens,mcp_payload_tokens,total_calls,duplicate_calls,mcp_calls,mcp_errors,mcp_tools_used,doc_bypass_reads,items_passed,items_failed,items_skipped,items_neutralized,lint_clean,lint_diagnostics,judge_visual_polish,judge_layout_sanity,judge_accessibility,judge_error_handling,judge_code_organization
1784741166,i18n-greeting,run-1,aeb55b9f,claude-opus-4-8,20,55,26.218,256321,8884,75,2,21,1,14,13,1,2,1,0,,,,,,,
1784750553,i18n-greeting,run-2,136d94ae,claude-opus-4-8,55,55,60.861,327704,8165,96,2,19,0,13,25,3,0,1,0,,,,,,,
